year,round,driverId,points,wins,position
2024,1,kevin_magnussen,0,0,12
2024,1,ricciardo,0,0,13
2024,1,tsunoda,0,0,14
2024,1,albon,0,0,15
2024,1,hulkenberg,0,0,16
2024,1,ocon,0,0,17
2024,1,gasly,0,0,18
2024,1,bottas,0,0,19
2024,1,sargeant,0,0,20
2024,2,max_verstappen,51,2,1
2024,2,perez,36,0,2
2024,2,leclerc,28,0,3
2024,2,russell,18,0,4
2024,2,piastri,16,0,5
2024,2,sainz,15,0,6
2024,2,alonso,12,0,7
2024,2,norris,12,0,8
2024,2,hamilton,8,0,9
2024,2,bearman,6,0,10
2024,2,hulkenberg,1,0,11
2024,2,stroll,1,0,12
2024,2,albon,0,0,13
2024,2,zhou,0,0,14
2024,2,kevin_magnussen,0,0,15
2024,2,ricciardo,0,0,16
2024,2,ocon,0,0,17
2024,2,tsunoda,0,0,18
2024,2,sargeant,0,0,19
2024,2,bottas,0,0,20
2024,2,gasly,0,0,21
2024,3,max_verstappen,51,2,1
2024,3,leclerc,47,0,2
2024,3,perez,46,0,3
2024,3,sainz,40,1,4
2024,3,piastri,28,0,5
2024,3,norris,27,0,6
2024,3,russell,18,0,7
2024,3,alonso,16,0,8
2024,3,stroll,9,0,9
2024,3,hamilton,8,0,10
2024,3,tsunoda,6,0,11
2024,3,bearman,6,0,12
2024,3,hulkenberg,3,0,13
2024,3,kevin_magnussen,1,0,14
2024,3,albon,0,0,15
2024,3,zhou,0,0,16
2024,3,ricciardo,0,0,17
2024,3,ocon,0,0,18
2024,3,gasly,0,0,19
2024,3,bottas,0,0,20
2024,3,sargeant,0,0,21
2024,4,max_verstappen,77,3,1
2024,4,perez,64,0,2
2024,4,leclerc,59,0,3
2024,4,sainz,55,1,4
2024,4,norris,37,0,5
2024,4,piastri,32,0,6
2024,4,russell,24,0,7
2024,4,alonso,24,0,8
2024,4,hamilton,10,0,9
2024,4,stroll,9,0,10
2024,4,tsunoda,7,0,11
2024,4,bearman,6,0,12
2024,4,hulkenberg,3,0,13
2024,4,kevin_magnussen,1,0,14
2024,4,albon,0,0,15
2024,4,zhou,0,0,16
2024,4,ricciardo,0,0,17
2024,4,ocon,0,0,18
2024,4,gasly,0,0,19
2024,4,bottas,0,0,20
2024,4,sargeant,0,0,21
2024,5,max_verstappen,110,4,1
2024,5,perez,85,0,2
2024,5,leclerc,76,0,3
2024,5,sainz,69,1,4
2024,5,norris,58,0,5
2024,5,piastri,38,0,6
2024,5,russell,33,0,7
2024,5,alonso,31,0,8
2024,5,hamilton,19,0,9
2024,5,stroll,9,0,10
2024,5,tsunoda,7,0,11
2024,5,bearman,6,0,12
2024,5,hulkenberg,4,0,13
2024,5,kevin_magnussen,1,0,14
2024,5,albon,0,0,15
2024,5,ocon,0,0,16
2024,5,zhou,0,0,17
2024,5,ricciardo,0,0,18
2024,5,gasly,0,0,19
2024,5,bottas,0,0,20
2024,5,sargeant,0,0,21
2024,6,max_verstappen,136,4,1
2024,6,perez,103,0,2
2024,6,leclerc,98,0,3
2024,6,norris,83,1,4
2024,6,sainz,83,1,5
2024,6,piastri,41,0,6
2024,6,russell,37,0,7
2024,6,alonso,33,0,8
2024,6,hamilton,27,0,9
2024,6,tsunoda,14,0,10
2024,6,stroll,9,0,11
2024,6,bearman,6,0,12
2024,6,hulkenberg,6,0,13
2024,6,ricciardo,5,0,14
2024,6,ocon,1,0,15
2024,6,kevin_magnussen,1,0,16
2024,6,albon,0,0,17
2024,6,zhou,0,0,18
2024,6,gasly,0,0,19
2024,6,bottas,0,0,20
2024,6,sargeant,0,0,21
2024,7,max_verstappen,161,5,1
2024,7,leclerc,113,0,2
2024,7,perez,107,0,3
2024,7,norris,101,1,4
2024,7,sainz,93,1,5
2024,7,piastri,53,0,6
2024,7,russell,44,0,7
2024,7,hamilton,35,0,8
2024,7,alonso,33,0,9
2024,7,tsunoda,15,0,10
2024,7,stroll,11,0,11
2024,7,bearman,6,0,12
2024,7,hulkenberg,6,0,13
2024,7,ricciardo,5,0,14
2024,7,ocon,1,0,15
2024,7,kevin_magnussen,1,0,16
2024,7,albon,0,0,17
2024,7,zhou,0,0,18
2024,7,gasly,0,0,19
2024,7,bottas,0,0,20
2024,7,sargeant,0,0,21
2024,8,max_verstappen,169,5,1
2024,8,leclerc,138,1,2
2024,8,norris,113,1,3
2024,8,sainz,108,1,4
2024,8,perez,107,0,5
2024,8,piastri,71,0,6
2024,8,russell,54,0,7
2024,8,hamilton,42,0,8
2024,8,alonso,33,0,9
2024,8,tsunoda,19,0,10
2024,8,stroll,11,0,11
2024,8,bearman,6,0,12
2024,8,hulkenberg,6,0,13
2024,8,ricciardo,5,0,14
2024,8,albon,2,0,15
2024,8,ocon,1,0,16
2024,8,kevin_magnussen,1,0,17
2024,8,gasly,1,0,18
2024,8,zhou,0,0,19
2024,8,bottas,0,0,20
2024,8,sargeant,0,0,21
2024,9,max_verstappen,194,6,1
2024,9,leclerc,138,1,2
2024,9,norris,131,1,3
2024,9,sainz,108,1,4
2024,9,perez,107,0,5
2024,9,piastri,81,0,6
2024,9,russell,69,0,7
2024,9,hamilton,55,0,8
2024,9,alonso,41,0,9
2024,9,tsunoda,19,0,10
2024,9,stroll,17,0,11
2024,9,ricciardo,9,0,12
2024,9,bearman,6,0,13
2024,9,hulkenberg,6,0,14
2024,9,gasly,3,0,15
2024,9,albon,2,0,16
2024,9,ocon,2,0,17
2024,9,kevin_magnussen,1,0,18
2024,9,zhou,0,0,19
2024,9,bottas,0,0,20
2024,9,sargeant,0,0,21
2024,10,max_verstappen,219,7,1
2024,10,norris,150,1,2
2024,10,leclerc,148,1,3
2024,10,sainz,116,1,4
2024,10,perez,111,0,5
2024,10,piastri,87,0,6
2024,10,russell,81,0,7
2024,10,hamilton,70,0,8
2024,10,alonso,41,0,9
2024,10,tsunoda,19,0,10
2024,10,stroll,17,0,11
2024,10,ricciardo,9,0,12
2024,10,bearman,6,0,13
2024,10,hulkenberg,6,0,14
2024,10,gasly,5,0,15
2024,10,ocon,3,0,16
2024,10,albon,2,0,17
2024,10,kevin_magnussen,1,0,18
2024,10,zhou,0,0,19
2024,10,bottas,0,0,20
2024,10,sargeant,0,0,21
2024,11,max_verstappen,237,7,1
2024,11,norris,156,1,2
2024,11,leclerc,150,1,3
2024,11,sainz,135,1,4
2024,11,perez,118,0,5
2024,11,piastri,112,0,6
2024,11,russell,111,1,7
2024,11,hamilton,85,0,8
2024,11,alonso,41,0,9
2024,11,tsunoda,19,0,10
2024,11,stroll,17,0,11
2024,11,hulkenberg,14,0,12
2024,11,ricciardo,11,0,13
2024,11,bearman,6,0,14
2024,11,gasly,6,0,15
2024,11,kevin_magnussen,5,0,16
2024,11,ocon,3,0,17
2024,11,albon,2,0,18
2024,11,zhou,0,0,19
2024,11,bottas,0,0,20
2024,11,sargeant,0,0,21
2024,12,max_verstappen,255,7,1
2024,12,norris,171,1,2
2024,12,leclerc,150,1,3
2024,12,sainz,146,1,4
2024,12,piastri,124,0,5
2024,12,perez,118,0,6
2024,12,russell,111,1,7
2024,12,hamilton,110,1,8
2024,12,alonso,45,0,9
2024,12,stroll,23,0,10
2024,12,hulkenberg,22,0,11
2024,12,tsunoda,20,0,12
2024,12,ricciardo,11,0,13
2024,12,bearman,6,0,14
2024,12,gasly,6,0,15
2024,12,kevin_magnussen,5,0,16
2024,12,albon,4,0,17
2024,12,ocon,3,0,18
2024,12,zhou,0,0,19
2024,12,sargeant,0,0,20
2024,12,bottas,0,0,21
2024,13,max_verstappen,265,7,1
2024,13,norris,189,1,2
2024,13,leclerc,162,1,3
2024,13,sainz,154,1,4
2024,13,piastri,149,1,5
2024,13,hamilton,125,1,6
2024,13,perez,124,0,7
2024,13,russell,116,1,8
2024,13,alonso,45,0,9
2024,13,stroll,24,0,10
2024,13,hulkenberg,22,0,11
2024,13,tsunoda,22,0,12
2024,13,ricciardo,11,0,13
2024,13,bearman,6,0,14
2024,13,gasly,6,0,15
2024,13,kevin_magnussen,5,0,16
2024,13,albon,4,0,17
2024,13,ocon,3,0,18
2024,13,zhou,0,0,19
2024,13,sargeant,0,0,20
2024,13,bottas,0,0,21
2024,14,max_verstappen,277,7,1
2024,14,norris,199,1,2
2024,14,leclerc,177,1,3
2024,14,piastri,167,1,4
2024,14,sainz,162,1,5
2024,14,hamilton,150,2,6
2024,14,perez,131,0,7
2024,14,russell,116,1,8
2024,14,alonso,49,0,9
2024,14,stroll,24,0,10
2024,14,hulkenberg,22,0,11
2024,14,tsunoda,22,0,12
2024,14,ricciardo,12,0,13
2024,14,bearman,6,0,14
2024,14,gasly,6,0,15
2024,14,kevin_magnussen,5,0,16
2024,14,ocon,5,0,17
2024,14,albon,4,0,18
2024,14,zhou,0,0,19
2024,14,sargeant,0,0,20
2024,14,bottas,0,0,21
2024,15,max_verstappen,295,7,1
2024,15,norris,225,2,2
2024,15,leclerc,192,1,3
2024,15,piastri,179,1,4
2024,15,sainz,172,1,5
2024,15,hamilton,154,2,6
2024,15,perez,139,0,7
2024,15,russell,122,1,8
2024,15,alonso,50,0,9
2024,15,stroll,24,0,10
2024,15,hulkenberg,22,0,11
2024,15,tsunoda,22,0,12
2024,15,ricciardo,12,0,13
2024,15,gasly,8,0,14
2024,15,bearman,6,0,15
2024,15,kevin_magnussen,5,0,16
2024,15,ocon,5,0,17
2024,15,albon,4,0,18
2024,15,zhou,0,0,19
2024,15,sargeant,0,0,20
2024,15,bottas,0,0,21
2024,16,max_verstappen,303,7,1
2024,16,norris,241,2,2
2024,16,leclerc,217,2,3
2024,16,piastri,197,1,4
2024,16,sainz,184,1,5
2024,16,hamilton,164,2,6
2024,16,perez,143,0,7
2024,16,russell,128,1,8
2024,16,alonso,50,0,9
2024,16,stroll,24,0,10
2024,16,hulkenberg,22,0,11
2024,16,tsunoda,22,0,12
2024,16,ricciardo,12,0,13
2024,16,gasly,8,0,14
2024,16,bearman,6,0,15
2024,16,kevin_magnussen,6,0,16
2024,16,albon,6,0,17
2024,16,ocon,5,0,18
2024,16,zhou,0,0,19
2024,16,sargeant,0,0,20
2024,16,colapinto,0,0,21
2024,16,bottas,0,0,22
2024,17,max_verstappen,313,7,1
2024,17,norris,254,2,2
2024,17,leclerc,235,2,3
2024,17,piastri,222,2,4
2024,17,sainz,184,1,5
2024,17,hamilton,166,2,6
2024,17,russell,143,1,7
2024,17,perez,143,0,8
2024,17,alonso,58,0,9
2024,17,stroll,24,0,10
2024,17,hulkenberg,22,0,11
2024,17,tsunoda,22,0,12
2024,17,albon,12,0,13
2024,17,ricciardo,12,0,14
2024,17,gasly,8,0,15
2024,17,bearman,7,0,16
2024,17,kevin_magnussen,6,0,17
2024,17,ocon,5,0,18
2024,17,colapinto,4,0,19
2024,17,zhou,0,0,20
2024,17,sargeant,0,0,21
2024,17,bottas,0,0,22
2024,18,max_verstappen,331,7,1
2024,18,norris,279,3,2
2024,18,leclerc,245,2,3
2024,18,piastri,237,2,4
2024,18,sainz,190,1,5
2024,18,hamilton,174,2,6
2024,18,russell,155,1,7
2024,18,perez,144,0,8
2024,18,alonso,62,0,9
2024,18,hulkenberg,24,0,10
2024,18,stroll,24,0,11
2024,18,tsunoda,22,0,12
2024,18,albon,12,0,13
2024,18,ricciardo,12,0,14
2024,18,gasly,8,0,15
2024,18,bearman,7,0,16
2024,18,kevin_magnussen,6,0,17
2024,18,ocon,5,0,18
2024,18,colapinto,4,0,19
2024,18,zhou,0,0,20
2024,18,sargeant,0,0,21
2024,18,bottas,0,0,22
2024,19,max_verstappen,354,7,1
2024,19,norris,297,3,2
2024,19,leclerc,275,3,3
2024,19,piastri,247,2,4
2024,19,sainz,215,1,5
2024,19,hamilton,177,2,6
2024,19,russell,167,1,7
2024,19,perez,150,0,8
2024,19,alonso,62,0,9
2024,19,hulkenberg,29,0,10
2024,19,stroll,24,0,11
2024,19,tsunoda,22,0,12
2024,19,albon,12,0,13
2024,19,ricciardo,12,0,14
2024,19,kevin_magnussen,8,0,15
2024,19,gasly,8,0,16
2024,19,bearman,7,0,17
2024,19,colapinto,5,0,18
2024,19,ocon,5,0,19
2024,19,lawson,2,0,20
2024,19,zhou,0,0,21
2024,19,sargeant,0,0,22
2024,19,bottas,0,0,23
2024,20,max_verstappen,362,7,1
2024,20,norris,315,3,2
2024,20,leclerc,291,3,3
2024,20,piastri,251,2,4
2024,20,sainz,240,2,5
2024,20,hamilton,189,2,6
2024,20,russell,177,1,7
2024,20,perez,150,0,8
2024,20,alonso,62,0,9
2024,20,hulkenberg,31,0,10
2024,20,stroll,24,0,11
2024,20,tsunoda,22,0,12
2024,20,kevin_magnussen,14,0,13
2024,20,albon,12,0,14
2024,20,ricciardo,12,0,15
2024,20,gasly,9,0,16
2024,20,bearman,7,0,17
2024,20,colapinto,5,0,18
2024,20,ocon,5,0,19
2024,20,lawson,2,0,20
2024,20,zhou,0,0,21
2024,20,sargeant,0,0,22
2024,20,bottas,0,0,23
2024,21,max_verstappen,393,8,1
2024,21,norris,331,3,2
2024,21,leclerc,307,3,3
2024,21,piastri,262,2,4
2024,21,sainz,244,2,5
2024,21,russell,192,1,6
2024,21,hamilton,190,2,7
2024,21,perez,151,0,8
2024,21,alonso,62,0,9
2024,21,hulkenberg,31,0,10
2024,21,tsunoda,28,0,11
2024,21,gasly,26,0,12
2024,21,stroll,24,0,13
2024,21,ocon,23,0,14
2024,21,kevin_magnussen,14,0,15
2024,21,albon,12,0,16
2024,21,ricciardo,12,0,17
2024,21,bearman,7,0,18
2024,21,colapinto,5,0,19
2024,21,lawson,4,0,20
2024,21,zhou,0,0,21
2024,21,sargeant,0,0,22
2024,21,bottas,0,0,23
2024,22,max_verstappen,403,8,1
2024,22,norris,340,3,2
2024,22,leclerc,319,3,3
2024,22,piastri,268,2,4
2024,22,sainz,259,2,5
2024,22,russell,217,2,6
2024,22,hamilton,208,2,7
2024,22,perez,152,0,8
2024,22,alonso,62,0,9
2024,22,hulkenberg,35,0,10
2024,22,tsunoda,30,0,11
2024,22,gasly,26,0,12
2024,22,stroll,24,0,13
2024,22,ocon,23,0,14
2024,22,kevin_magnussen,14,0,15
2024,22,albon,12,0,16
2024,22,ricciardo,12,0,17
2024,22,bearman,7,0,18
2024,22,colapinto,5,0,19
2024,22,lawson,4,0,20
2024,22,zhou,0,0,21
2024,22,sargeant,0,0,22
2024,22,bottas,0,0,23
2024,23,max_verstappen,429,9,1
2024,23,norris,349,3,2
2024,23,leclerc,341,3,3
2024,23,piastri,291,2,4
2024,23,sainz,272,2,5
2024,23,russell,235,2,6
2024,23,hamilton,211,2,7
2024,23,perez,152,0,8
2024,23,alonso,68,0,9
2024,23,hulkenberg,37,0,10
2024,23,gasly,36,0,11
2024,23,tsunoda,30,0,12
2024,23,stroll,24,0,13
2024,23,ocon,23,0,14
2024,23,kevin_magnussen,16,0,15
2024,23,albon,12,0,16
2024,23,ricciardo,12,0,17
2024,23,bearman,7,0,18
2024,23,colapinto,5,0,19
2024,23,zhou,4,0,20
2024,23,lawson,4,0,21
2024,23,bottas,0,0,22
2024,23,sargeant,0,0,23
2024,24,max_verstappen,437,9,1
2024,24,norris,374,4,2
2024,24,leclerc,356,3,3
2024,24,piastri,292,2,4
2024,24,sainz,290,2,5
2024,24,russell,245,2,6
2024,24,hamilton,223,2,7
2024,24,perez,152,0,8
2024,24,alonso,70,0,9
2024,24,gasly,42,0,10
2024,24,hulkenberg,41,0,11
2024,24,tsunoda,30,0,12
2024,24,stroll,24,0,13
2024,24,ocon,23,0,14
2024,24,kevin_magnussen,16,0,15
2024,24,albon,12,0,16
2024,24,ricciardo,12,0,17
2024,24,bearman,7,0,18
2024,24,colapinto,5,0,19
2024,24,zhou,4,0,20
2024,24,lawson,4,0,21
2024,24,bottas,0,0,22
2024,24,sargeant,0,0,23
2024,24,doohan,0,0,24
2025,1,norris,25,1,1
2025,1,max_verstappen,18,0,2
2025,1,russell,15,0,3
2025,1,antonelli,12,0,4
2025,1,albon,10,0,5
2025,1,stroll,8,0,6
2025,1,hulkenberg,6,0,7
2025,1,leclerc,4,0,8
2025,1,piastri,2,0,9
2025,1,hamilton,1,0,10
2025,1,gasly,0,0,11
2025,1,tsunoda,0,0,12
2025,1,ocon,0,0,13
2025,1,bearman,0,0,14
2025,1,lawson,0,0,-
2025,1,bortoleto,0,0,-
2025,1,alonso,0,0,-
2025,1,sainz,0,0,-
2025,1,doohan,0,0,-
2025,1,hadjar,0,0,-
2025,2,norris,44,1,1
2025,2,max_verstappen,36,0,2
2025,2,russell,35,0,3
2025,2,piastri,34,1,4
2025,2,antonelli,22,0,5
2025,2,albon,16,0,6
2025,2,ocon,10,0,7
2025,2,stroll,10,0,8
2025,2,hamilton,9,0,9
2025,2,leclerc,8,0,10
2025,2,hulkenberg,6,0,11
2025,2,bearman,4,0,12
2025,2,tsunoda,3,0,13
2025,2,sainz,1,0,14
2025,2,gasly,0,0,15
2025,2,hadjar,0,0,16
2025,2,lawson,0,0,17
2025,2,doohan,0,0,18
2025,2,bortoleto,0,0,19
2025,2,alonso,0,0,-
2025,3,norris,62,1,1
2025,3,max_verstappen,61,1,2
2025,3,piastri,49,1,3
2025,3,russell,45,0,4
2025,3,antonelli,30,0,5
2025,3,leclerc,20,0,6
2025,3,albon,18,0,7
2025,3,hamilton,15,0,8
2025,3,ocon,10,0,9
2025,3,stroll,10,0,10
2025,3,hulkenberg,6,0,11
2025,3,bearman,5,0,12
2025,3,hadjar,4,0,13
2025,3,tsunoda,3,0,14
2025,3,sainz,1,0,15
2025,3,gasly,0,0,16
2025,3,alonso,0,0,17
2025,3,lawson,0,0,18
2025,3,doohan,0,0,19
2025,3,bortoleto,0,0,20
2025,4,norris,77,1,1
2025,4,piastri,74,2,2
2025,4,max_verstappen,69,1,3
2025,4,russell,63,0,4
2025,4,leclerc,32,0,5
2025,4,antonelli,30,0,6
2025,4,hamilton,25,0,7
2025,4,albon,18,0,8
2025,4,ocon,14,0,9
2025,4,stroll,10,0,10
2025,4,gasly,6,0,11
2025,4,hulkenberg,6,0,12
2025,4,bearman,6,0,13
2025,4,tsunoda,5,0,14
2025,4,hadjar,4,0,15
2025,4,sainz,1,0,16
2025,4,alonso,0,0,17
2025,4,lawson,0,0,18
2025,4,doohan,0,0,19
2025,4,bortoleto,0,0,20
2025,5,piastri,99,3,1
2025,5,norris,89,1,2
2025,5,max_verstappen,87,1,3
2025,5,russell,73,0,4
2025,5,leclerc,47,0,5
2025,5,antonelli,38,0,6
2025,5,hamilton,31,0,7
2025,5,albon,20,0,8
2025,5,ocon,14,0,9
2025,5,stroll,10,0,10
2025,5,gasly,6,0,11
2025,5,hulkenberg,6,0,12
2025,5,bearman,6,0,13
2025,5,hadjar,5,0,14
2025,5,sainz,5,0,15
2025,5,tsunoda,5,0,16
2025,5,alonso,0,0,17
2025,5,lawson,0,0,18
2025,5,doohan,0,0,19
2025,5,bortoleto,0,0,20
2025,6,piastri,131,4,1
2025,6,norris,115,1,2
2025,6,max_verstappen,99,1,3
2025,6,russell,93,0,4
2025,6,leclerc,53,0,5
2025,6,antonelli,48,0,6
2025,6,hamilton,41,0,7
2025,6,albon,30,0,8
2025,6,ocon,14,0,9
2025,6,stroll,14,0,10
2025,6,tsunoda,9,0,11
2025,6,gasly,7,0,12
2025,6,sainz,7,0,13
2025,6,hulkenberg,6,0,14
2025,6,bearman,6,0,15
2025,6,hadjar,5,0,16
2025,6,alonso,0,0,17
2025,6,lawson,0,0,18
2025,6,doohan,0,0,19
2025,6,bortoleto,0,0,20
2025,7,piastri,146,4,1
2025,7,norris,133,1,2
2025,7,max_verstappen,124,2,3
2025,7,russell,99,0,4
2025,7,leclerc,61,0,5
2025,7,hamilton,53,0,6
2025,7,antonelli,48,0,7
2025,7,albon,40,0,8
2025,7,ocon,14,0,9
2025,7,stroll,14,0,10
2025,7,sainz,11,0,11
2025,7,tsunoda,10,0,12
2025,7,gasly,7,0,13
2025,7,hadjar,7,0,14
2025,7,hulkenberg,6,0,15
2025,7,bearman,6,0,16
2025,7,alonso,0,0,17
2025,7,lawson,0,0,18
2025,7,doohan,0,0,19
2025,7,bortoleto,0,0,20
2025,7,colapinto,0,0,21
2025,8,piastri,161,4,1
2025,8,norris,158,2,2
2025,8,max_verstappen,136,2,3
2025,8,russell,99,0,4
2025,8,leclerc,79,0,5
2025,8,hamilton,63,0,6
2025,8,antonelli,48,0,7
2025,8,albon,42,0,8
2025,8,ocon,20,0,9
2025,8,hadjar,15,0,10
2025,8,stroll,14,0,11
2025,8,sainz,12,0,12
2025,8,tsunoda,10,0,13
2025,8,gasly,7,0,14
2025,8,hulkenberg,6,0,15
2025,8,bearman,6,0,16
2025,8,lawson,4,0,17
2025,8,alonso,0,0,18
2025,8,doohan,0,0,19
2025,8,colapinto,0,0,20
2025,8,bortoleto,0,0,21
2025,9,piastri,186,5,1
2025,9,norris,176,2,2
2025,9,max_verstappen,137,2,3
2025,9,russell,111,0,4
2025,9,leclerc,94,0,5
2025,9,hamilton,71,0,6
2025,9,antonelli,48,0,7
2025,9,albon,42,0,8
2025,9,hadjar,21,0,9
2025,9,ocon,20,0,10
2025,9,hulkenberg,16,0,11
2025,9,stroll,14,0,12
2025,9,sainz,12,0,13
2025,9,gasly,11,0,14
2025,9,tsunoda,10,0,15
2025,9,bearman,6,0,16
2025,9,lawson,4,0,17
2025,9,alonso,2,0,18
2025,9,bortoleto,0,0,19
2025,9,doohan,0,0,20
2025,9,colapinto,0,0,21
2025,10,piastri,198,5,1
2025,10,norris,176,2,2
2025,10,max_verstappen,155,2,3
2025,10,russell,136,1,4
2025,10,leclerc,104,0,5
2025,10,hamilton,79,0,6
2025,10,antonelli,63,0,7
2025,10,albon,42,0,8
2025,10,ocon,22,0,9
2025,10,hadjar,21,0,10
2025,10,hulkenberg,20,0,11
2025,10,stroll,14,0,12
2025,10,sainz,13,0,13
2025,10,gasly,11,0,14
2025,10,tsunoda,10,0,15
2025,10,alonso,8,0,16
2025,10,bearman,6,0,17
2025,10,lawson,4,0,18
2025,10,bortoleto,0,0,19
2025,10,colapinto,0,0,20
2025,10,doohan,0,0,21
2025,11,piastri,216,5,1
2025,11,norris,201,3,2
2025,11,max_verstappen,155,2,3
2025,11,russell,146,1,4
2025,11,leclerc,119,0,5
2025,11,hamilton,91,0,6
2025,11,antonelli,63,0,7
2025,11,albon,42,0,8
2025,11,ocon,23,0,9
2025,11,hulkenberg,22,0,10
2025,11,hadjar,21,0,11
2025,11,stroll,14,0,12
2025,11,alonso,14,0,13
2025,11,sainz,13,0,14
2025,11,lawson,12,0,15
2025,11,gasly,11,0,16
2025,11,tsunoda,10,0,17
2025,11,bearman,6,0,18
2025,11,bortoleto,4,0,19
2025,11,colapinto,0,0,20
2025,11,doohan,0,0,21
2025,12,piastri,234,5,1
2025,12,norris,226,4,2
2025,12,max_verstappen,165,2,3
2025,12,russell,147,1,4
2025,12,leclerc,119,0,5
2025,12,hamilton,103,0,6
2025,12,antonelli,63,0,7
2025,12,albon,46,0,8
2025,12,hulkenberg,37,0,9
2025,12,ocon,23,0,10
2025,12,hadjar,21,0,11
2025,12,stroll,20,0,12
2025,12,gasly,19,0,13
2025,12,alonso,16,0,14
2025,12,sainz,13,0,15
2025,12,lawson,12,0,16
2025,12,tsunoda,10,0,17
2025,12,bearman,6,0,18
2025,12,bortoleto,4,0,19
2025,12,colapinto,0,0,20
2025,12,doohan,0,0,21
2025,13,piastri,266,6,1
2025,13,norris,250,4,2
2025,13,max_verstappen,185,2,3
2025,13,russell,157,1,4
2025,13,leclerc,139,0,5
2025,13,hamilton,109,0,6
2025,13,antonelli,63,0,7
2025,13,albon,54,0,8
2025,13,hulkenberg,37,0,9
2025,13,ocon,27,0,10
2025,13,hadjar,22,0,11
2025,13,gasly,20,0,12
2025,13,stroll,20,0,13
2025,13,lawson,16,0,14
2025,13,alonso,16,0,15
2025,13,sainz,16,0,16
2025,13,tsunoda,10,0,17
2025,13,bearman,8,0,18
2025,13,bortoleto,6,0,19
2025,13,colapinto,0,0,20
2025,13,doohan,0,0,21
2025,14,piastri,284,6,1
2025,14,norris,275,5,2
2025,14,max_verstappen,187,2,3
2025,14,russell,172,1,4
2025,14,leclerc,151,0,5
2025,14,hamilton,109,0,6
2025,14,antonelli,64,0,7
2025,14,albon,54,0,8
2025,14,hulkenberg,37,0,9
2025,14,ocon,27,0,10
2025,14,alonso,26,0,11
2025,14,stroll,26,0,12
2025,14,hadjar,22,0,13
2025,14,gasly,20,0,14
2025,14,lawson,20,0,15
2025,14,sainz,16,0,16
2025,14,bortoleto,14,0,17
2025,14,tsunoda,10,0,18
2025,14,bearman,8,0,19
2025,14,colapinto,0,0,20
2025,14,doohan,0,0,21
2025,15,piastri,309,7,1
2025,15,norris,275,5,2
2025,15,max_verstappen,205,2,3
2025,15,russell,184,1,4
2025,15,leclerc,151,0,5
2025,15,hamilton,109,0,6
2025,15,antonelli,64,0,7
2025,15,albon,64,0,8
2025,15,hulkenberg,37,0,9
2025,15,hadjar,37,0,10
2025,15,stroll,32,0,11
2025,15,alonso,30,0,12
2025,15,ocon,28,0,13
2025,15,gasly,20,0,14
2025,15,lawson,20,0,15
2025,15,bearman,16,0,16
2025,15,sainz,16,0,17
2025,15,bortoleto,14,0,18
2025,15,tsunoda,12,0,19
2025,15,colapinto,0,0,20
2025,15,doohan,0,0,21
2025,16,piastri,324,7,1
2025,16,norris,293,5,2
2025,16,max_verstappen,230,3,3
2025,16,russell,194,1,4
2025,16,leclerc,163,0,5
2025,16,hamilton,117,0,6
2025,16,albon,70,0,7
2025,16,antonelli,66,0,8
2025,16,hadjar,38,0,9
2025,16,hulkenberg,37,0,10
2025,16,stroll,32,0,11
2025,16,alonso,30,0,12
2025,16,ocon,28,0,13
2025,16,gasly,20,0,14
2025,16,lawson,20,0,15
2025,16,bortoleto,18,0,16
2025,16,bearman,16,0,17
2025,16,sainz,16,0,18
2025,16,tsunoda,12,0,19
2025,16,colapinto,0,0,20
2025,16,doohan,0,0,21
2025,17,piastri,324,7,1
2025,17,norris,299,5,2
2025,17,max_verstappen,255,4,3
2025,17,russell,212,1,4
2025,17,leclerc,165,0,5
2025,17,hamilton,121,0,6
2025,17,antonelli,78,0,7
2025,17,albon,70,0,8
2025,17,hadjar,39,0,9
2025,17,hulkenberg,37,0,10
2025,17,stroll,32,0,11
2025,17,sainz,31,0,12
2025,17,lawson,30,0,13
2025,17,alonso,30,0,14
2025,17,ocon,28,0,15
2025,17,gasly,20,0,16
2025,17,tsunoda,20,0,17
2025,17,bortoleto,18,0,18
2025,17,bearman,16,0,19
2025,17,colapinto,0,0,20
2025,17,doohan,0,0,21
2025,18,piastri,336,7,1
2025,18,norris,314,5,2
2025,18,max_verstappen,273,4,3
2025,18,russell,237,2,4
2025,18,leclerc,173,0,5
2025,18,hamilton,125,0,6
2025,18,antonelli,88,0,7
2025,18,albon,70,0,8
2025,18,hadjar,39,0,9
2025,18,hulkenberg,37,0,10
2025,18,alonso,36,0,11
2025,18,sainz,32,0,12
2025,18,stroll,32,0,13
2025,18,lawson,30,0,14
2025,18,ocon,28,0,15
2025,18,gasly,20,0,16
2025,18,tsunoda,20,0,17
2025,18,bortoleto,18,0,18
2025,18,bearman,18,0,19
2025,18,colapinto,0,0,20
2025,18,doohan,0,0,21
2025,19,piastri,346,7,1
2025,19,norris,332,5,2
2025,19,max_verstappen,306,5,3
2025,19,russell,252,2,4
2025,19,leclerc,192,0,5
2025,19,hamilton,142,0,6
2025,19,antonelli,89,0,7
2025,19,albon,73,0,8
2025,19,hulkenberg,41,0,9
2025,19,hadjar,39,0,10
2025,19,sainz,38,0,11
2025,19,alonso,37,0,12
2025,19,stroll,32,0,13
2025,19,lawson,30,0,14
2025,19,ocon,28,0,15
